№;Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
6470-W;2024-08-02;638;VVO;HKT;15:30;20:30;48;0,0625;3;77W;W;589,46;3
6470-Y;2024-08-02;638;VVO;HKT;15:30;20:30;324;0,5216;169;77W;Y;35454,61;169
6471-C;2024-08-02;1009;KGD;SVO;03:00;06:35;16;0,375;6;32B;C;979,73;6
6471-W;2024-08-02;1009;KGD;SVO;03:00;06:35;29;0,7241;21;32B;W;1869,59;21
6471-Y;2024-08-02;1009;KGD;SVO;03:00;06:35;138;1,1304;156;32B;Y;5308,77;159
6472-C;2024-08-02;1018;SVO;KGD;12:15;13:50;16;1,0;16;32B;C;3347,9;16
6472-W;2024-08-02;1018;SVO;KGD;12:15;13:50;29;0,7241;21;32B;W;2265,65;21
6472-Y;2024-08-02;1018;SVO;KGD;12:15;13:50;138;1,058;146;32B;Y;4567,14;146
6473-C;2024-08-02;1054;SVO;MCX;21:45;00:45;8;0,25;2;32A;C;221,13;2
6473-Y;2024-08-02;1054;SVO;MCX;21:45;00:45;150;0,9733;146;32A;Y;8711,62;146
6474-Y;2024-08-02;1055;MCX;SVO;06:20;09:10;150;1,04;156;32A;Y;7068,72;156
6475-C;2024-08-02;1129;AER;SVO;20:10;23:15;30;0,2667;8;77W;C;1968,43;8
6475-W;2024-08-02;1129;AER;SVO;20:10;23:15;48;0,0417;2;77W;W;220,63;2
6475-Y;2024-08-02;1129;AER;SVO;20:10;23:15;324;1,0278;333;77W;Y;21737,01;334
6476-C;2024-08-02;1141;AER;SVO;06:20;09:55;8;0,25;2;32A;C;54,05;2
6476-W;2024-08-02;1141;AER;SVO;06:20;09:55;30;0,1;3;32A;W;135,41;3
6476-Y;2024-08-02;1141;AER;SVO;06:20;09:55;120;1,2417;149;32A;Y;10127,44;149
6477-C;2024-08-02;1190;SVO;KZN;09:15;10:50;20;0,35;7;320;C;1182,08;7
6477-Y;2024-08-02;1190;SVO;KZN;09:15;10:50;120;1,0833;130;320;Y;3749,26;133
6478-C;2024-08-02;1191;KZN;SVO;11:40;13:25;20;0,15;3;320;C;304,05;3
6478-Y;2024-08-02;1191;KZN;SVO;11:40;13:25;120;0,8667;104;320;Y;4264,1;105
6479-C;2024-08-02;1246;SVO;REN;17:50;22:00;8;0,375;3;32A;C;420,15;3
6479-Y;2024-08-02;1246;SVO;REN;17:50;22:00;150;0,9733;146;32A;Y;9352,87;148
6480-C;2024-08-02;1276;SVO;KZN;13:10;14:40;16;0,1875;3;32B;C;135,57;5
6480-Y;2024-08-02;1276;SVO;KZN;13:10;14:40;167;0,988;165;32B;Y;6015,24;165
6481-C;2024-08-02;1277;KZN;SVO;15:30;17:10;16;0,6875;11;32B;C;1707,19;11
6481-Y;2024-08-02;1277;KZN;SVO;15:30;17:10;167;0,8922;149;32B;Y;5915,46;150
6482-C;2024-08-02;1478;SVO;ABA;01:15;09:50;16;0,0625;1;32B;C;27,03;1
6482-Y;2024-08-02;1478;SVO;ABA;01:15;09:50;167;1,0958;183;32B;Y;20818,42;186
6483-C;2024-08-02;1479;ABA;SVO;10:00;11:00;16;0,0625;1;32B;C;504,53;1
6483-Y;2024-08-02;1479;ABA;SVO;10:00;11:00;167;1,0539;176;32B;Y;19805,16;179
6484-C;2024-08-02;1524;SVO;RGK;01:10;09:30;20;0,8;16;73H;C;9161,96;16
6484-Y;2024-08-02;1524;SVO;RGK;01:10;09:30;138;1,0217;141;73H;Y;20804,54;142
6485-C;2024-08-02;1525;RGK;SVO;10:30;11:05;20;0,75;15;73H;C;8389,95;15
6485-Y;2024-08-02;1525;RGK;SVO;10:30;11:05;138;1,0145;140;73H;Y;21343,35;143
6486-C;2024-08-02;1713;KHV;SVO;15:45;16:50;30;0,0333;1;77W;C;0,0;1
6486-W;2024-08-02;1713;KHV;SVO;15:45;16:50;48;0,7708;37;77W;W;8594,02;38
6486-Y;2024-08-02;1713;KHV;SVO;15:45;16:50;324;1,0833;351;77W;Y;29322,41;354
6487-C;2024-08-02;2142;SVO;AYT;08:20;12:50;28;0,5714;16;359;C;9908,51;16
6487-W;2024-08-02;2142;SVO;AYT;08:20;12:50;24;0,4167;10;359;W;2892,97;10
6487-Y;2024-08-02;2142;SVO;AYT;08:20;12:50;264;0,2424;64;359;Y;10404,15;64
6488-C;2024-08-02;2143;AYT;SVO;14:20;19:20;28;0,3214;9;359;C;6295,51;10
6488-W;2024-08-02;2143;AYT;SVO;14:20;19:20;24;0,2083;5;359;W;96,26;5
6488-Y;2024-08-02;2143;AYT;SVO;14:20;19:20;264;0,1932;51;359;Y;9403,06;56
6489-W;2024-08-02;6321;LED;KGD;23:35;00:25;5;0,4;2;SU9;W;44,59;2
6489-Y;2024-08-02;6321;LED;KGD;23:35;00:25;95;0,9368;89;SU9;Y;3909,4;89
6490-C;2024-08-02;6568;AER;LED;02:20;06:40;12;0,3333;4;73H;C;594,59;4
6490-Y;2024-08-02;6568;AER;LED;02:20;06:40;156;0,7436;116;73H;Y;11904,01;116
6491-Y;2024-08-02;6574;KJA;LED;05:55;07:00;150;0,98;147;32A;Y;18187,68;147
6492-C;2024-09-02;209;PVG;SVO;11:40;16:20;28;0,2143;6;77W;C;5144,03;7
6492-W;2024-09-02;209;PVG;SVO;11:40;16:20;24;0,4583;11;77W;W;3472,45;11
6492-Y;2024-09-02;209;PVG;SVO;11:40;16:20;375;0,8747;328;77W;Y;69903,58;330
6493-C;2024-09-02;224;SVO;SYX;12:30;03:20;28;0,3571;10;333;C;5287,64;10
6493-Y;2024-09-02;224;SVO;SYX;12:30;03:20;268;0,4142;111;333;Y;21460,79;111
6494-C;2024-09-02;225;SYX;SVO;07:00;12:55;28;0,0357;1;333;C;855,95;1
6494-Y;2024-09-02;225;SYX;SVO;07:00;12:55;268;0,4925;132;333;Y;29877,27;132
6495-C;2024-09-02;233;DEL;SVO;05:00;09:00;30;0,2667;8;77W;C;4638,04;8
6495-W;2024-09-02;233;DEL;SVO;05:00;09:00;48;0,0208;1;77W;W;455,0;1
6495-Y;2024-09-02;233;DEL;SVO;05:00;09:00;324;1,0525;341;77W;Y;73240,48;343
6496-C;2024-09-02;275;HKT;SVO;10:35;16:40;28;0,3571;10;359;C;7846,66;10
6496-W;2024-09-02;275;HKT;SVO;10:35;16:40;24;0,2083;5;359;W;1958,67;5
6496-Y;2024-09-02;275;HKT;SVO;10:35;16:40;264;0,4318;114;359;Y;30336,68;121
6497-C;2024-09-02;321;MLE;SVO;11:05;17:35;28;0,4286;12;359;C;22201,82;14
6497-W;2024-09-02;321;MLE;SVO;11:05;17:35;24;0,9167;22;359;W;14838,95;22
6497-Y;2024-09-02;321;MLE;SVO;11:05;17:35;264;0,625;165;359;Y;62373,32;165
6498-C;2024-09-02;427;SSH;SVO;16:30;22:30;28;0,1786;5;333;C;1341,39;5
6498-Y;2024-09-02;427;SSH;SVO;16:30;22:30;268;0,097;26;333;Y;4604,67;27
6499-C;2024-09-02;526;SVO;DXB;11:20;18:20;20;0,4;8;73H;C;4034,35;8
6499-Y;2024-09-02;526;SVO;DXB;11:20;18:20;138;0,2319;32;73H;Y;7380,11;32
6500-W;2024-09-02;1009;KGD;SVO;03:00;06:35;29;0,931;27;32B;W;2687,74;28
6500-Y;2024-09-02;1009;KGD;SVO;03:00;06:35;138;1,1159;154;32B;Y;5329,73;152
6501-C;2024-09-02;1018;SVO;KGD;12:05;13:40;16;0,5625;9;32B;C;1533,78;9
6501-W;2024-09-02;1018;SVO;KGD;12:05;13:40;29;0,5517;16;32B;W;1368,57;16
6501-Y;2024-09-02;1018;SVO;KGD;12:05;13:40;138;1,1159;154;32B;Y;5292,06;152
6502-C;2024-09-02;1054;SVO;MCX;21:45;00:45;8;0,125;1;32A;C;159,71;1
6502-Y;2024-09-02;1054;SVO;MCX;21:45;00:45;150;0,7467;112;32A;Y;4273,37;110
6503-C;2024-09-02;1055;MCX;SVO;06:20;09:10;8;0,25;2;32A;C;292,38;2
6503-Y;2024-09-02;1055;MCX;SVO;06:20;09:10;150;1,0533;158;32A;Y;13546,1;157
6504-C;2024-09-02;1129;AER;SVO;20:10;23:30;8;0,5;4;32A;C;871,74;4
6504-W;2024-09-02;1129;AER;SVO;20:10;23:30;30;0,0667;2;32A;W;301,11;3
6504-Y;2024-09-02;1129;AER;SVO;20:10;23:30;120;0,7667;92;32A;Y;7205,58;92
6505-C;2024-09-02;1141;AER;SVO;06:20;09:55;8;0,875;7;32A;C;1923,83;7
6505-W;2024-09-02;1141;AER;SVO;06:20;09:55;30;0,0667;2;32A;W;86,29;2
6505-Y;2024-09-02;1141;AER;SVO;06:20;09:55;120;1,2417;149;32A;Y;14890,2;152
6506-C;2024-09-02;1190;SVO;KZN;09:15;10:50;8;0,5;4;32A;C;1013,51;6
6506-Y;2024-09-02;1190;SVO;KZN;09:15;10:50;150;0,86;129;32A;Y;3970,88;131
6507-C;2024-09-02;1191;KZN;SVO;11:40;13:25;8;0,75;6;32A;C;1091,34;6
6507-Y;2024-09-02;1191;KZN;SVO;11:40;13:25;150;0,8933;134;32A;Y;5095,75;143
6508-C;2024-09-02;1246;SVO;REN;17:50;22:00;8;0,125;1;32A;C;178,77;1
6508-Y;2024-09-02;1246;SVO;REN;17:50;22:00;150;0,8133;122;32A;Y;7333,79;122
6509-C;2024-09-02;1276;SVO;KZN;13:10;14:40;8;0,125;1;32A;C;132,06;1
6509-Y;2024-09-02;1276;SVO;KZN;13:10;14:40;150;0,9533;143;32A;Y;4854,74;143
6510-C;2024-09-02;1277;KZN;SVO;15:30;17:10;8;0,25;2;32A;C;515,73;2
6510-Y;2024-09-02;1277;KZN;SVO;15:30;17:10;150;0,94;141;32A;Y;4754,84;143
6511-C;2024-09-02;1478;SVO;ABA;00:15;08:50;8;0,375;3;32A;C;1576,11;3
6511-Y;2024-09-02;1478;SVO;ABA;00:15;08:50;150;0,6067;91;32A;Y;8887,36;93
6512-C;2024-09-02;1479;ABA;SVO;10:00;11:00;8;0,375;3;32A;C;605,04;3
6512-Y;2024-09-02;1479;ABA;SVO;10:00;11:00;150;1,0133;152;32A;Y;18296,38;153
6513-C;2024-09-02;1524;SVO;RGK;01:10;09:30;20;0,5;10;73H;C;2644,04;10
6513-Y;2024-09-02;1524;SVO;RGK;01:10;09:30;138;0,9348;129;73H;Y;11862,64;130
6514-C;2024-09-02;1525;RGK;SVO;10:30;11:05;20;0,5;10;73H;C;4580,78;10
6514-Y;2024-09-02;1525;RGK;SVO;10:30;11:05;138;1,0652;147;73H;Y;11154,7;147
6515-C;2024-09-02;2142;SVO;AYT;08:00;12:50;30;0,4333;13;77W;C;5243,74;13
6515-W;2024-09-02;2142;SVO;AYT;08:00;12:50;48;0,2708;13;77W;W;2936,87;13
6515-Y;2024-09-02;2142;SVO;AYT;08:00;12:50;324;0,4321;140;77W;Y;16918,91;137
6516-C;2024-09-02;2143;AYT;SVO;14:20;19:20;30;0,5667;17;77W;C;7891,85;17
6516-W;2024-09-02;2143;AYT;SVO;14:20;19:20;48;0,5625;27;77W;W;6507,21;27
6516-Y;2024-09-02;2143;AYT;SVO;14:20;19:20;324;0,3395;110;77W;Y;14386,58;115
6517-C;2024-09-02;6568;AER;LED;02:20;06:40;12;0,1667;2;73H;C;377,71;2
6517-Y;2024-09-02;6568;AER;LED;02:20;06:40;156;0,7051;110;73H;Y;12996,48;111
6518-C;2024-09-02;6574;KJA;LED;05:55;07:00;8;0,5;4;32A;C;723,71;4
6518-Y;2024-09-02;6574;KJA;LED;05:55;07:00;150;0,9467;142;32A;Y;15752,54;143
6519-Y;2024-09-02;6792;SVX;KJA;20:30;01:45;120;0,9417;113;319;Y;5690,54;115
6520-C;2024-12-08;209;PVG;SVO;11:45;16:45;30;0,9333;28;77W;C;46956,35;28
6520-W;2024-12-08;209;PVG;SVO;11:45;16:45;48;0,7917;38;77W;W;25420,38;39
6520-Y;2024-12-08;209;PVG;SVO;11:45;16:45;324;0,9506;308;77W;Y;102259,24;308
6521-C;2024-12-08;224;SVO;SYX;12:30;03:20;28;0,0714;2;333;C;1838,79;3
6521-Y;2024-12-08;224;SVO;SYX;12:30;03:20;268;0,3246;87;333;Y;17811,14;87
6522-C;2024-12-08;225;SYX;SVO;04:50;10:35;28;0,5;14;333;C;8282,37;14
6522-Y;2024-12-08;225;SYX;SVO;04:50;10:35;268;0,3806;102;333;Y;25466,02;102
6523-C;2024-12-08;233;DEL;SVO;05:50;10:10;30;0,5;15;77W;C;11770,45;15
6523-W;2024-12-08;233;DEL;SVO;05:50;10:10;48;0,1458;7;77W;W;2250,5;7
6523-Y;2024-12-08;233;DEL;SVO;05:50;10:10;324;0,9846;319;77W;Y;65023,59;320
6524-C;2024-12-08;275;HKT;SVO;12:10;18:25;30;0,3333;10;77W;C;5342,82;10
6524-W;2024-12-08;275;HKT;SVO;12:10;18:25;48;0,3125;15;77W;W;7288,55;15
6524-Y;2024-12-08;275;HKT;SVO;12:10;18:25;324;0,4784;155;77W;Y;35852,4;163
6525-C;2024-12-08;321;MLE;SVO;11:00;18:00;30;0,7;21;77W;C;21135,06;21
6525-W;2024-12-08;321;MLE;SVO;11:00;18:00;48;0,5;24;77W;W;10897,22;24
6525-Y;2024-12-08;321;MLE;SVO;11:00;18:00;324;0,2562;83;77W;Y;20415,0;83
6526-C;2024-12-08;427;SSH;SVO;15:45;22:35;30;0,4;12;77W;C;3865,69;12
6526-W;2024-12-08;427;SSH;SVO;15:45;22:35;48;0,125;6;77W;W;1305,02;6
6526-Y;2024-12-08;427;SSH;SVO;15:45;22:35;324;0,2222;72;77W;Y;12555,73;72
6527-C;2024-12-08;521;DXB;SVO;16:35;21:25;30;1,0;30;77W;C;37599,1;30
6527-W;2024-12-08;521;DXB;SVO;16:35;21:25;48;0,8542;41;77W;W;14885,12;41
6527-Y;2024-12-08;521;DXB;SVO;16:35;21:25;324;0,6512;211;77W;Y;38839,26;209
6528-C;2024-12-08;526;SVO;DXB;11:30;18:00;30;0,8667;26;77W;C;22976,83;26
6528-W;2024-12-08;526;SVO;DXB;11:30;18:00;48;0,4167;20;77W;W;7139,82;20
6528-Y;2024-12-08;526;SVO;DXB;11:30;18:00;324;0,3858;125;77W;Y;20270,43;127
6529-C;2024-12-08;1009;KGD;SVO;06:10;09:50;16;0,125;2;32B;C;173,31;2
6529-Y;2024-12-08;1009;KGD;SVO;06:10;09:50;167;1,0898;182;32B;Y;7380,36;183
6530-C;2024-12-08;1018;SVO;KGD;11:20;13:00;16;0,8125;13;32B;C;2017,83;13
6530-W;2024-12-08;1018;SVO;KGD;11:20;13:00;29;0,1724;5;32B;W;523,65;5
6530-Y;2024-12-08;1018;SVO;KGD;11:20;13:00;138;1,0942;151;32B;Y;5934,02;151
6531-C;2024-12-08;1054;SVO;MCX;10:35;13:40;8;0,375;3;32A;C;519,38;3
6531-Y;2024-12-08;1054;SVO;MCX;10:35;13:40;150;0,8067;121;32A;Y;4415,48;121
6532-C;2024-12-08;1055;MCX;SVO;14:40;17:45;8;0,5;4;32A;C;928,26;4
6532-Y;2024-12-08;1055;MCX;SVO;14:40;17:45;150;0,94;141;32A;Y;7664,25;145
6533-C;2024-12-08;1129;AER;SVO;06:05;09:40;8;0,75;6;32A;C;1475,47;6
6533-Y;2024-12-08;1129;AER;SVO;06:05;09:40;150;0,9867;148;32A;Y;8076,69;153
6534-C;2024-12-08;1141;AER;SVO;21:20;00:45;28;0,9643;27;321;C;8864,22;27
6534-Y;2024-12-08;1141;AER;SVO;21:20;00:45;142;0,9789;139;321;Y;11149,59;141
6535-C;2024-12-08;1190;SVO;KZN;10:40;12:20;28;0,1786;5;321;C;1224,48;5
6535-Y;2024-12-08;1190;SVO;KZN;10:40;12:20;142;1,1268;160;321;Y;5664,8;160
6536-C;2024-12-08;1191;KZN;SVO;13:20;15:05;28;0,3214;9;321;C;1866,12;9
6536-Y;2024-12-08;1191;KZN;SVO;13:20;15:05;142;0,8944;127;321;Y;6880,33;129
6537-C;2024-12-08;1246;SVO;REN;06:55;11:20;8;0,375;3;32A;C;402,95;3
6537-Y;2024-12-08;1246;SVO;REN;06:55;11:20;150;1,04;156;32A;Y;5764,87;159
6538-C;2024-12-08;1276;SVO;KZN;08:10;10:00;8;0,375;3;32A;C;409,09;3
6538-Y;2024-12-08;1276;SVO;KZN;08:10;10:00;150;0,4933;74;32A;Y;2289,32;74
6539-C;2024-12-08;1277;KZN;SVO;10:50;12:35;8;0,75;6;32A;C;1030,96;6
6539-Y;2024-12-08;1277;KZN;SVO;10:50;12:35;150;1,02;153;32A;Y;7049,85;156
6540-C;2024-12-08;1478;SVO;ABA;23:50;08:45;20;0,1;2;73H;C;453,48;2
6540-Y;2024-12-08;1478;SVO;ABA;23:50;08:45;138;0,8696;120;73H;Y;12934,46;121
6541-C;2024-12-08;1479;ABA;SVO;09:55;11:00;20;0,6;12;73H;C;7987,47;13
6541-Y;2024-12-08;1479;ABA;SVO;09:55;11:00;138;0,9565;132;73H;Y;13783,2;135
6542-C;2024-12-08;1524;SVO;RGK;00:05;08:35;20;0,15;3;73H;C;1041,88;3
6542-Y;2024-12-08;1524;SVO;RGK;00:05;08:35;138;1,0797;149;73H;Y;14187,76;149
6543-C;2024-12-08;1525;RGK;SVO;11:45;12:35;20;0,5;10;73H;C;3729,54;10
6543-Y;2024-12-08;1525;RGK;SVO;11:45;12:35;138;0,8986;124;73H;Y;11515,1;129
6544-C;2024-12-08;1713;KHV;SVO;14:35;15:55;28;0,8571;24;77W;C;16719,34;24
6544-W;2024-12-08;1713;KHV;SVO;14:35;15:55;24;1,0;24;77W;W;6684,39;24
6544-Y;2024-12-08;1713;KHV;SVO;14:35;15:55;375;0,9573;359;77W;Y;36182,17;372
6545-C;2024-12-08;2142;SVO;AYT;11:25;16:30;20;0,5;10;73H;C;5181,36;10
6545-Y;2024-12-08;2142;SVO;AYT;11:25;16:30;138;0,4565;63;73H;Y;8167,66;63
6546-C;2024-12-08;2143;AYT;SVO;17:30;22:30;20;0,85;17;73H;C;11354,28;17
6546-Y;2024-12-08;2143;AYT;SVO;17:30;22:30;138;0,6087;84;73H;Y;12335,98;84
6547-C;2024-12-08;6568;AER;LED;08:00;12:25;8;0,125;1;319;C;270,27;1
6547-Y;2024-12-08;6568;AER;LED;08:00;12:25;120;0,925;111;319;Y;6077,64;114
6548-C;2024-12-08;6574;KJA;LED;19:55;21:05;8;0,25;2;319;C;997,3;2
6548-Y;2024-12-08;6574;KJA;LED;19:55;21:05;120;0,8583;103;319;Y;8931,84;105
6549-W;2024-12-08;6792;SVX;KJA;18:15;23:20;5;1,0;5;SU9;W;566,49;5
6549-Y;2024-12-08;6792;SVX;KJA;18:15;23:20;95;1,0211;97;SU9;Y;6311,35;97
6550-C;2025-01-13;209;PVG;SVO;11:45;16:50;30;0,8;24;77W;C;17240,04;24
6550-W;2025-01-13;209;PVG;SVO;11:45;16:50;48;0,5208;25;77W;W;7772,83;25
6550-Y;2025-01-13;209;PVG;SVO;11:45;16:50;324;0,929;301;77W;Y;75335,93;311
6551-C;2025-01-13;224;SVO;SYX;16:10;07:00;28;0,3214;9;333;C;3214,27;9
6551-Y;2025-01-13;224;SVO;SYX;16:10;07:00;268;0,3545;95;333;Y;19478,87;93
6552-C;2025-01-13;225;SYX;SVO;04:50;10:35;28;0,75;21;333;C;14135,29;21
6552-Y;2025-01-13;225;SYX;SVO;04:50;10:35;268;0,3881;104;333;Y;37926,64;105
6553-C;2025-01-13;233;DEL;SVO;05:50;10:10;28;0,7143;20;359;C;14782,49;20
6553-W;2025-01-13;233;DEL;SVO;05:50;10:10;24;0,375;9;359;W;2968,88;9
6553-Y;2025-01-13;233;DEL;SVO;05:50;10:10;264;0,9621;254;359;Y;56756,16;257
6554-C;2025-01-13;275;HKT;SVO;12:10;18:25;30;0,8667;26;77W;C;40319,12;26
6554-W;2025-01-13;275;HKT;SVO;12:10;18:25;48;0,7708;37;77W;W;36970,31;38
6554-Y;2025-01-13;275;HKT;SVO;12:10;18:25;324;0,7654;248;77W;Y;138415,26;252
6555-C;2025-01-13;321;MLE;SVO;11:00;18:00;30;1,0;30;77W;C;76401,37;30
6555-W;2025-01-13;321;MLE;SVO;11:00;18:00;48;1,0;48;77W;W;41443,29;48
6555-Y;2025-01-13;321;MLE;SVO;11:00;18:00;324;0,7593;246;77W;Y;125055,99;248
6556-C;2025-01-13;427;SSH;SVO;15:45;22:35;30;0,5333;16;77W;C;8585,82;16
6556-W;2025-01-13;427;SSH;SVO;15:45;22:35;48;0,3333;16;77W;W;5415,74;17
6556-Y;2025-01-13;427;SSH;SVO;15:45;22:35;324;0,213;69;77W;Y;19813,87;70
6557-C;2025-01-13;521;DXB;SVO;16:35;21:25;30;0,9667;29;77W;C;20828,45;29
6557-W;2025-01-13;521;DXB;SVO;16:35;21:25;48;1,0;48;77W;W;27723,09;49
6557-Y;2025-01-13;521;DXB;SVO;16:35;21:25;324;0,6451;209;77W;Y;56308,79;211
6558-C;2025-01-13;526;SVO;DXB;11:15;18:00;28;0,3929;11;333;C;6732,23;12
6558-Y;2025-01-13;526;SVO;DXB;11:15;18:00;268;0,3731;100;333;Y;17307,51;100
6559-C;2025-01-13;1009;KGD;SVO;06:10;09:50;12;0,6667;8;32Q;C;876,28;8
6559-Y;2025-01-13;1009;KGD;SVO;06:10;09:50;184;1,0217;188;32Q;Y;7727,53;188
6560-C;2025-01-13;1018;SVO;KGD;11:20;13:00;12;0,3333;4;32Q;C;570,95;4
6560-W;2025-01-13;1018;SVO;KGD;11:20;13:00;30;0,1333;4;32Q;W;362,87;4
6560-Y;2025-01-13;1018;SVO;KGD;11:20;13:00;154;0,8766;135;32Q;Y;5545,7;135
6561-C;2025-01-13;1054;SVO;MCX;10:35;13:40;8;0,125;1;32A;C;165,85;1
6561-Y;2025-01-13;1054;SVO;MCX;10:35;13:40;150;0,8867;133;32A;Y;4961,09;134
6562-C;2025-01-13;1055;MCX;SVO;14:40;17:45;8;0,375;3;32A;C;443,7;3
6562-Y;2025-01-13;1055;MCX;SVO;14:40;17:45;150;1,0133;152;32A;Y;9040,55;152
6563-C;2025-01-13;1129;AER;SVO;06:05;09:40;8;1,0;8;32A;C;2513,87;8
6563-Y;2025-01-13;1129;AER;SVO;06:05;09:40;150;1,0;150;32A;Y;13510,24;152
6564-C;2025-01-13;1141;AER;SVO;21:20;00:45;28;0,7857;22;321;C;5637,44;22
6564-Y;2025-01-13;1141;AER;SVO;21:20;00:45;142;0,5986;85;321;Y;6167,88;86
6565-C;2025-01-13;1190;SVO;KZN;10:40;12:20;16;0,125;2;32B;C;702,7;2
6565-Y;2025-01-13;1190;SVO;KZN;10:40;12:20;167;0,6826;114;32B;Y;3730,07;113
6566-C;2025-01-13;1191;KZN;SVO;13:20;15:05;16;0,125;2;32B;C;416,42;2
6566-Y;2025-01-13;1191;KZN;SVO;13:20;15:05;167;0,8383;140;32B;Y;6027,48;142
6567-C;2025-01-13;1246;SVO;REN;06:55;11:20;16;0,0625;1;32B;C;395,02;1
6567-Y;2025-01-13;1246;SVO;REN;06:55;11:20;167;0,5988;100;32B;Y;3521,18;100
6568-C;2025-01-13;1276;SVO;KZN;08:10;10:00;28;0,1786;5;321;C;923,5;5
6568-Y;2025-01-13;1276;SVO;KZN;08:10;10:00;142;0,7042;100;321;Y;2952,49;99
6569-C;2025-01-13;1277;KZN;SVO;10:50;12:35;28;0,2143;6;321;C;1092,21;6
6569-Y;2025-01-13;1277;KZN;SVO;10:50;12:35;142;1,0915;155;321;Y;6468,95;159
6570-C;2025-01-13;1479;ABA;SVO;09:55;11:00;20;0,3;6;73H;C;1539,99;6
6570-Y;2025-01-13;1479;ABA;SVO;09:55;11:00;138;1,087;150;73H;Y;18950,58;150
6571-C;2025-01-13;1524;SVO;RGK;00:05;08:35;20;0,95;19;73H;C;19560,17;19
6571-Y;2025-01-13;1524;SVO;RGK;00:05;08:35;138;0,8696;120;73H;Y;18852,81;120
6572-C;2025-01-13;1525;RGK;SVO;11:45;12:35;20;0,85;17;73H;C;7529,21;17
6572-Y;2025-01-13;1525;RGK;SVO;11:45;12:35;138;0,9855;136;73H;Y;15842,65;136
6573-C;2025-01-13;1713;KHV;SVO;14:35;15:55;28;0,5;14;359;C;8227,08;14
6573-W;2025-01-13;1713;KHV;SVO;14:35;15:55;24;0,8333;20;359;W;4400,58;20
6573-Y;2025-01-13;1713;KHV;SVO;14:35;15:55;264;1,0038;265;359;Y;24183,37;278
6574-C;2025-01-13;2142;SVO;AYT;11:25;16:30;20;0,4;8;73H;C;3774,37;8
6574-Y;2025-01-13;2142;SVO;AYT;11:25;16:30;138;0,5942;82;73H;Y;14869,83;89
6575-C;2025-01-13;2143;AYT;SVO;17:30;22:30;20;1,0;20;73H;C;14344,86;20
6575-Y;2025-01-13;2143;AYT;SVO;17:30;22:30;138;0,5725;79;73H;Y;16112,47;81
6576-C;2025-01-13;6568;AER;LED;08:00;12:15;8;0,625;5;319;C;1216,49;5
6576-Y;2025-01-13;6568;AER;LED;08:00;12:15;120;1,0;120;319;Y;10415,68;122
6577-C;2025-01-13;6574;KJA;LED;20:45;21:40;8;0,125;1;319;C;405,47;1
6577-Y;2025-01-13;6574;KJA;LED;20:45;21:40;120;0,7667;92;319;Y;8162,27;92
6578-Y;2025-01-13;6792;SVX;KJA;13:50;18:50;120;1,0;120;319;Y;7889,87;120
6579-C;2024-11-15;209;PVG;SVO;11:45;16:50;30;0,9667;29;77W;C;52591,04;29
6579-W;2024-11-15;209;PVG;SVO;11:45;16:50;48;0,8125;39;77W;W;23115,81;39
6579-Y;2024-11-15;209;PVG;SVO;11:45;16:50;324;0,9414;305;77W;Y;110471,58;315
6580-C;2024-11-15;224;SVO;SYX;15:10;06:00;28;0,1786;5;333;C;2620,41;5
6580-Y;2024-11-15;224;SVO;SYX;15:10;06:00;268;0,5187;139;333;Y;27642,07;139
6581-C;2024-11-15;225;SYX;SVO;04:50;10:15;28;0,3214;9;359;C;4954,1;9
6581-Y;2024-11-15;225;SYX;SVO;04:50;10:15;264;0,4545;120;359;Y;32058,54;120
6582-C;2024-11-15;233;DEL;SVO;05:50;10:10;28;0,5714;16;333;C;11741,81;16
6582-Y;2024-11-15;233;DEL;SVO;05:50;10:10;268;0,9403;252;333;Y;54253,93;254
6583-C;2024-11-15;275;HKT;SVO;12:10;18:25;30;0,2667;8;77W;C;8148,31;8
6583-W;2024-11-15;275;HKT;SVO;12:10;18:25;48;0,1667;8;77W;W;3703,01;8
6583-Y;2024-11-15;275;HKT;SVO;12:10;18:25;324;0,6481;210;77W;Y;57823,77;210
6584-C;2024-11-15;321;MLE;SVO;11:00;18:00;30;0,5333;16;77W;C;17529,58;16
6584-W;2024-11-15;321;MLE;SVO;11:00;18:00;48;0,5625;27;77W;W;12481,31;27
6584-Y;2024-11-15;321;MLE;SVO;11:00;18:00;324;0,4506;146;77W;Y;38312,09;152
6585-C;2024-11-15;427;SSH;SVO;15:45;22:40;30;0,3333;10;77W;C;2501,52;10
6585-Y;2024-11-15;427;SSH;SVO;15:45;22:40;324;0,2284;74;77W;Y;15047,45;74
6586-C;2024-11-15;521;DXB;SVO;16:35;21:25;30;0,7;21;77W;C;25023,94;21
6586-W;2024-11-15;521;DXB;SVO;16:35;21:25;48;0,6667;32;77W;W;12532,36;32
6586-Y;2024-11-15;521;DXB;SVO;16:35;21:25;324;0,4846;157;77W;Y;29156,27;157
6587-C;2024-11-15;526;SVO;DXB;08:15;14:55;28;0,7857;22;333;C;12818,83;23
6587-Y;2024-11-15;526;SVO;DXB;08:15;14:55;268;0,7052;189;333;Y;35536,46;189
